iteration,cost,best_cost,survived_frac,mean_abs_x,mean_abs_theta,mean_abs_x_dot,mean_abs_theta_dot,mean_abs_u,settle_abs_x,settle_abs_theta,kp_theta,ki_theta,kd_theta,kp_x,ki_x,kd_x
156,1.727935,1.727935,1.0000,0.024590,0.001256,0.010646,0.001892,0.016619,0.000669,0.000001,64.572279,0.519143,19.183883,2.790855,0.016909,1.566483
157,1.728627,1.727935,1.0000,0.024452,0.001260,0.010675,0.001900,0.016656,0.000674,0.000001,63.966437,0.519143,19.183883,2.790855,0.016909,1.566483
158,1.727418,1.727418,1.0000,0.024583,0.001256,0.010648,0.001892,0.016620,0.000665,0.000001,64.572279,0.513724,19.183883,2.790855,0.016909,1.566483
159,1.727364,1.727364,1.0000,0.024667,0.001261,0.010686,0.001892,0.016642,0.000671,0.000001,64.572279,0.513724,19.379103,2.790855,0.016909,1.566483
160,1.727683,1.727364,1.0000,0.024380,0.001260,0.010677,0.001900,0.016650,0.000660,0.000001,64.572279,0.513724,19.379103,2.826536,0.016909,1.566483
161,1.728779,1.727364,1.0000,0.024396,0.001260,0.010681,0.001895,0.016641,0.000670,0.000002,64.661815,0.507529,19.199709,2.807039,0.017251,1.498538
162,1.727370,1.727364,1.0000,0.024664,0.001261,0.010687,0.001892,0.016642,0.000671,0.000001,64.572279,0.513724,19.379103,2.790855,0.016909,1.564008
163,1.727075,1.727075,1.0000,0.024774,0.001258,0.010664,0.001886,0.016614,0.000669,0.000002,65.037394,0.513724,19.379103,2.790855,0.016909,1.566483
164,1.728004,1.727075,1.0000,0.024786,0.001257,0.010662,0.001887,0.016610,0.000676,0.000002,65.037394,0.523414,19.379103,2.790855,0.016909,1.566483
165,1.727036,1.727036,1.0000,0.024824,0.001260,0.010687,0.001887,0.016626,0.000672,0.000002,65.037394,0.513724,19.495382,2.790855,0.016909,1.566483
166,1.727254,1.727036,1.0000,0.024387,0.001259,0.010672,0.001899,0.016639,0.000656,0.000001,65.037394,0.513724,19.495382,2.845118,0.016909,1.566483
167,1.730375,1.727036,1.0000,0.024784,0.001262,0.010700,0.001887,0.016644,0.000708,0.000002,65.037394,0.513724,19.495382,2.790855,0.018459,1.566483
168,1.727534,1.727036,1.0000,0.024776,0.001256,0.010651,0.001885,0.016605,0.000673,0.000002,65.458847,0.514616,19.488912,2.810073,0.017423,1.595022
169,1.727311,1.727036,1.0000,0.024733,0.001263,0.010706,0.001892,0.016651,0.000674,0.000001,64.642047,0.513724,19.495382,2.790855,0.016909,1.566483
170,1.726653,1.726653,1.0000,0.024814,0.001261,0.010689,0.001887,0.016629,0.000668,0.000002,65.037394,0.505488,19.495382,2.790855,0.016909,1.566483
171,1.726656,1.726653,1.0000,0.024771,0.001258,0.010670,0.001887,0.016618,0.000665,0.000002,65.037394,0.505488,19.396545,2.790855,0.016909,1.566483
172,1.727587,1.726653,1.0000,0.025198,0.001262,0.010703,0.001877,0.016622,0.000682,0.000002,65.037394,0.505488,19.495382,2.744731,0.016909,1.566483
173,1.727896,1.726653,1.0000,0.024872,0.001259,0.010678,0.001887,0.016614,0.000684,0.000001,65.037394,0.505488,19.495382,2.790855,0.015591,1.566483
174,1.726818,1.726653,1.0000,0.024773,0.001263,0.010708,0.001887,0.016637,0.000670,0.000001,65.037394,0.505488,19.495382,2.790855,0.016909,1.526949
175,1.727784,1.726653,1.0000,0.025242,0.001261,0.010693,0.001875,0.016614,0.000683,0.000003,64.848617,0.506314,19.347677,2.725846,0.016710,1.552907
176,1.726456,1.726456,1.0000,0.024807,0.001261,0.010691,0.001887,0.016631,0.000664,0.000002,65.037394,0.499579,19.495382,2.790855,0.016909,1.566483
177,1.726449,1.726449,1.0000,0.024765,0.001259,0.010672,0.001886,0.016621,0.000661,0.000002,65.037394,0.499579,19.399700,2.790855,0.016909,1.566483
178,1.726427,1.726427,1.0000,0.024454,0.001258,0.010662,0.001895,0.016629,0.000651,0.000001,65.037394,0.499579,19.399700,2.829435,0.016909,1.566483
179,1.726553,1.726427,1.0000,0.024453,0.001258,0.010662,0.001895,0.016629,0.000652,0.000001,65.037394,0.499579,19.399700,2.829435,0.016970,1.566483
180,1.727330,1.726427,1.0000,0.024408,0.001260,0.010685,0.001896,0.016639,0.000655,0.000002,65.037394,0.499579,19.399700,2.829435,0.016909,1.519185
181,1.726012,1.726012,1.0000,0.024530,0.001255,0.010646,0.001891,0.016608,0.000648,0.000001,65.373439,0.499579,19.399700,2.829435,0.016909,1.566483
182,1.729707,1.726012,1.0000,0.025135,0.001259,0.010673,0.001880,0.016607,0.000707,0.000002,64.700004,0.507778,19.352609,2.745557,0.015412,1.576300
183,1.726026,1.726012,1.0000,0.024566,0.001257,0.010662,0.001891,0.016617,0.000651,0.000001,65.373439,0.499579,19.483711,2.829435,0.016909,1.566483
184,1.726428,1.726012,1.0000,0.024267,0.001255,0.010637,0.001898,0.016616,0.000639,0.000001,65.373439,0.499579,19.399700,2.862759,0.016909,1.566483
185,1.728090,1.726012,1.0000,0.024507,0.001256,0.010654,0.001891,0.016619,0.000671,0.000001,65.373439,0.499579,19.399700,2.829435,0.017861,1.566483
186,1.725921,1.725921,1.0000,0.024559,0.001254,0.010632,0.001890,0.016604,0.000647,0.000001,65.373439,0.499579,19.399700,2.829435,0.016909,1.595047
187,1.726132,1.725921,1.0000,0.024494,0.001256,0.010646,0.001894,0.016620,0.000648,0.000001,65.087801,0.499579,19.399700,2.829435,0.016909,1.595047
188,1.725741,1.725741,1.0000,0.024552,0.001254,0.010634,0.001890,0.016606,0.000644,0.000001,65.373439,0.493628,19.399700,2.829435,0.016909,1.595047
189,1.725845,1.725741,1.0000,0.024791,0.001252,0.010619,0.001883,0.016579,0.000644,0.000002,65.703826,0.503142,19.446187,2.816392,0.016371,1.606403
190,1.726189,1.725741,1.0000,0.024822,0.001255,0.010644,0.001883,0.016600,0.000653,0.000002,65.373439,0.493628,19.399700,2.796110,0.016909,1.595047
191,1.724933,1.724933,1.0000,0.024580,0.001253,0.010626,0.001890,0.016595,0.000629,0.000001,65.373439,0.493628,19.399700,2.829435,0.015957,1.595047
192,1.724841,1.724841,1.0000,0.024555,0.001254,0.010637,0.001890,0.016599,0.000631,0.000001,65.373439,0.493628,19.399700,2.829435,0.015957,1.570768
193,1.724653,1.724653,1.0000,0.024618,0.001252,0.010624,0.001887,0.016583,0.000628,0.000001,65.652964,0.493628,19.399700,2.829435,0.015957,1.570768
194,1.724657,1.724653,1.0000,0.024618,0.001252,0.010624,0.001887,0.016583,0.000628,0.000001,65.652964,0.493657,19.399700,2.829435,0.015957,1.570768
195,1.724703,1.724653,1.0000,0.024604,0.001252,0.010618,0.001887,0.016579,0.000627,0.000001,65.652964,0.493628,19.366896,2.829435,0.015957,1.570768
196,1.729521,1.724653,1.0000,0.024098,0.001255,0.010641,0.001902,0.016614,0.000654,0.000002,65.523393,0.499060,19.390833,2.888140,0.015642,1.510958
197,1.726660,1.724653,1.0000,0.024663,0.001252,0.010618,0.001887,0.016574,0.000660,0.000001,65.652964,0.493628,19.399700,2.829435,0.015183,1.570768
198,1.724590,1.724590,1.0000,0.024589,0.001254,0.010638,0.001887,0.016587,0.000630,0.000001,65.652964,0.493628,19.399700,2.829435,0.015957,1.542335
199,1.724399,1.724399,1.0000,0.024643,0.001252,0.010626,0.001884,0.016573,0.000627,0.000001,65.895756,0.493628,19.399700,2.829435,0.015957,1.542335
200,1.725047,1.724399,1.0000,0.024652,0.001252,0.010625,0.001884,0.016572,0.000636,0.000001,65.895756,0.497927,19.399700,2.829435,0.015957,1.542335
201,1.724334,1.724334,1.0000,0.024665,0.001253,0.010636,0.001884,0.016578,0.000628,0.000001,65.895756,0.493628,19.451293,2.829435,0.015957,1.542335
202,1.724569,1.724334,1.0000,0.024475,0.001253,0.010630,0.001889,0.016584,0.000626,0.000001,65.895756,0.493628,19.451293,2.853512,0.015957,1.542335
203,1.726194,1.724334,1.0000,0.024523,0.001253,0.010627,0.001887,0.016588,0.000649,0.000001,65.841689,0.498599,19.398146,2.841249,0.017194,1.557703
204,1.724428,1.724334,1.0000,0.024686,0.001252,0.010627,0.001884,0.016575,0.000627,0.000001,65.895756,0.493628,19.451293,2.829435,0.015957,1.562972
205,1.724499,1.724334,1.0000,0.024619,0.001255,0.010646,0.001887,0.016590,0.000630,0.000001,65.689383,0.493628,19.451293,2.829435,0.015957,1.542335
206,1.723844,1.723844,1.0000,0.024659,0.001253,0.010638,0.001884,0.016580,0.000624,0.000001,65.895756,0.489328,19.451293,2.829435,0.015957,1.542335
207,1.723893,1.723844,1.0000,0.024637,0.001252,0.010628,0.001884,0.016575,0.000623,0.000001,65.895756,0.489328,19.399700,2.829435,0.015957,1.542335
208,1.724018,1.723844,1.0000,0.024826,0.001254,0.010643,0.001880,0.016575,0.000631,0.000002,65.895756,0.489328,19.451293,2.808969,0.015957,1.542335
209,1.724929,1.723844,1.0000,0.024689,0.001253,0.010633,0.001884,0.016573,0.000640,0.000001,65.895756,0.489328,19.451293,2.829435,0.015372,1.542335
210,1.724276,1.723844,1.0000,0.024774,0.001255,0.010651,0.001881,0.016580,0.000636,0.000002,66.005525,0.492667,19.498896,2.818988,0.016265,1.532314
211,1.723961,1.723844,1.0000,0.024621,0.001255,0.010645,0.001886,0.016590,0.000625,0.000001,65.728154,0.489328,19.451293,2.829435,0.015957,1.542335
212,1.723916,1.723844,1.0000,0.024660,0.001253,0.010637,0.001884,0.016579,0.000625,0.000001,65.895756,0.490066,19.451293,2.829435,0.015957,1.542335
213,1.723861,1.723844,1.0000,0.024651,0.001253,0.010634,0.001884,0.016578,0.000624,0.000001,65.895756,0.489328,19.432342,2.829435,0.015957,1.542335
214,1.723903,1.723844,1.0000,0.024518,0.001253,0.010633,0.001888,0.016584,0.000619,0.000001,65.895756,0.489328,19.451293,2.846986,0.015957,1.542335
215,1.726341,1.723844,1.0000,0.024717,0.001252,0.010629,0.001884,0.016568,0.000660,0.000001,65.895756,0.489328,19.451293,2.829435,0.014900,1.542335
216,1.723869,1.723844,1.0000,0.024669,0.001253,0.010633,0.001884,0.016578,0.000624,0.000001,65.895756,0.489328,19.451293,2.829435,0.015957,1.551992
217,1.724035,1.723844,1.0000,0.024821,0.001253,0.010633,0.001879,0.016568,0.000627,0.000002,65.961129,0.489077,19.428683,2.810884,0.015834,1.544567
218,1.724181,1.723844,1.0000,0.024663,0.001253,0.010637,0.001884,0.016579,0.000627,0.000001,65.895756,0.492435,19.451293,2.829435,0.015957,1.542335
219,1.723813,1.723813,1.0000,0.024675,0.001254,0.010645,0.001884,0.016584,0.000625,0.000001,65.895756,0.489328,19.488569,2.829435,0.015957,1.542335
220,1.723877,1.723813,1.0000,0.024535,0.001254,0.010640,0.001888,0.016588,0.000620,0.000001,65.895756,0.489328,19.488569,2.846830,0.015957,1.542335
221,1.724468,1.723813,1.0000,0.024661,0.001255,0.010649,0.001884,0.016589,0.000635,0.000001,65.895756,0.489328,19.488569,2.829435,0.016454,1.542335
222,1.723852,1.723813,1.0000,0.024691,0.001254,0.010638,0.001884,0.016581,0.000625,0.000001,65.895756,0.489328,19.488569,2.829435,0.015957,1.557245
223,1.723921,1.723813,1.0000,0.024641,0.001255,0.010652,0.001886,0.016592,0.000626,0.000001,65.746651,0.489328,19.488569,2.829435,0.015957,1.542335
224,1.724547,1.723813,1.0000,0.024552,0.001253,0.010633,0.001888,0.016584,0.000629,0.000001,65.824229,0.491088,19.460042,2.844144,0.015720,1.550203
225,1.723839,1.723813,1.0000,0.024662,0.001254,0.010639,0.001884,0.016580,0.000624,0.000001,65.895756,0.489328,19.456885,2.829435,0.015957,1.542335
226,1.723913,1.723813,1.0000,0.024795,0.001255,0.010649,0.001881,0.016580,0.000630,0.000002,65.895756,0.489328,19.488569,2.814648,0.015957,1.542335
227,1.724437,1.723813,1.0000,0.024695,0.001254,0.010641,0.001884,0.016579,0.000633,0.000001,65.895756,0.489328,19.488569,2.829435,0.015535,1.542335
228,1.723825,1.723813,1.0000,0.024662,0.001255,0.010651,0.001885,0.016586,0.000626,0.000001,65.895756,0.489328,19.488569,2.829435,0.015957,1.529661
229,1.723848,1.723813,1.0000,0.024663,0.001255,0.010647,0.001885,0.016587,0.000625,0.000001,65.842791,0.489328,19.488569,2.829435,0.015957,1.542335
230,1.724699,1.723813,1.0000,0.024686,0.001254,0.010643,0.001884,0.016581,0.000634,0.000001,65.895756,0.496508,19.488569,2.829435,0.015957,1.542335
231,1.726665,1.723813,1.0000,0.024511,0.001256,0.010654,0.001892,0.016600,0.000655,0.000001,65.630948,0.493785,19.512231,2.848272,0.015331,1.535643
232,1.724055,1.723813,1.0000,0.024883,0.001255,0.010652,0.001879,0.016578,0.000633,0.000002,65.895756,0.489328,19.488569,2.803964,0.015957,1.542335
233,1.723826,1.723813,1.0000,0.024677,0.001254,0.010644,0.001884,0.016583,0.000624,0.000001,65.895756,0.489328,19.488569,2.829435,0.015891,1.542335
234,1.723812,1.723812,1.0000,0.024672,0.001254,0.010646,0.001884,0.016584,0.000625,0.000001,65.895756,0.489328,19.488569,2.829435,0.015957,1.539496
235,1.723746,1.723746,1.0000,0.024697,0.001254,0.010641,0.001883,0.016578,0.000625,0.000001,66.003485,0.489328,19.488569,2.829435,0.015957,1.539496
236,1.723971,1.723746,1.0000,0.024699,0.001254,0.010640,0.001883,0.016577,0.000626,0.000001,66.003485,0.491573,19.488569,2.829435,0.015957,1.539496
237,1.723725,1.723725,1.0000,0.024708,0.001254,0.010646,0.001883,0.016580,0.000626,0.000001,66.003485,0.489328,19.515502,2.829435,0.015957,1.539496
238,1.724519,1.723725,1.0000,0.024672,0.001254,0.010644,0.001883,0.016584,0.000635,0.000001,65.986076,0.488058,19.481661,2.830035,0.016538,1.543949
239,1.724140,1.723725,1.0000,0.024698,0.001255,0.010649,0.001883,0.016585,0.000632,0.000001,66.003485,0.489328,19.515502,2.829435,0.016316,1.539496
240,1.723748,1.723725,1.0000,0.024718,0.001254,0.010642,0.001883,0.016579,0.000625,0.000001,66.003485,0.489328,19.515502,2.829435,0.015957,1.548653
241,1.723782,1.723725,1.0000,0.024687,0.001255,0.010651,0.001884,0.016586,0.000626,0.000001,65.911916,0.489328,19.515502,2.829435,0.015957,1.539496
242,1.723571,1.723571,1.0000,0.024706,0.001254,0.010647,0.001883,0.016581,0.000624,0.000001,66.003485,0.487421,19.515502,2.829435,0.015957,1.539496
243,1.723586,1.723571,1.0000,0.024696,0.001254,0.010642,0.001883,0.016579,0.000624,0.000001,66.003485,0.487421,19.492609,2.829435,0.015957,1.539496
244,1.723649,1.723571,1.0000,0.024792,0.001255,0.010650,0.001881,0.016579,0.000628,0.000002,66.003485,0.487421,19.515502,2.818752,0.015957,1.539496
245,1.723797,1.723571,1.0000,0.024793,0.001255,0.010649,0.001882,0.016581,0.000626,0.000002,65.940157,0.488360,19.530691,2.819640,0.015781,1.548492
246,1.723577,1.723571,1.0000,0.024696,0.001255,0.010651,0.001883,0.016583,0.000625,0.000001,66.003485,0.487421,19.515502,2.829435,0.015957,1.530339
247,1.723547,1.723547,1.0000,0.024716,0.001254,0.010645,0.001883,0.016579,0.000624,0.000001,66.047336,0.487421,19.515502,2.829435,0.015957,1.539496
248,1.723409,1.723409,1.0000,0.024713,0.001254,0.010645,0.001883,0.016579,0.000623,0.000001,66.047336,0.485382,19.515502,2.829435,0.015957,1.539496
249,1.723413,1.723409,1.0000,0.024710,0.001254,0.010644,0.001883,0.016578,0.000623,0.000001,66.047336,0.485382,19.508018,2.829435,0.015957,1.539496
250,1.723485,1.723409,1.0000,0.024792,0.001254,0.010648,0.001881,0.016577,0.000626,0.000002,66.047336,0.485382,19.515502,2.819765,0.015957,1.539496
251,1.723977,1.723409,1.0000,0.024703,0.001255,0.010648,0.001883,0.016583,0.000630,0.000001,66.047336,0.485382,19.515502,2.829435,0.016319,1.539496
252,1.723396,1.723396,1.0000,0.024566,0.001253,0.010634,0.001886,0.016581,0.000618,0.000001,66.020632,0.484258,19.490260,2.846438,0.016008,1.547834
253,1.723331,1.723331,1.0000,0.024583,0.001253,0.010630,0.001885,0.016577,0.000617,0.000001,66.098465,0.484258,19.490260,2.846438,0.016008,1.547834
254,1.723421,1.723331,1.0000,0.024585,0.001252,0.010630,0.001885,0.016576,0.000618,0.000001,66.098465,0.485880,19.490260,2.846438,0.016008,1.547834
255,1.723323,1.723323,1.0000,0.024591,0.001253,0.010634,0.001885,0.016579,0.000618,0.000001,66.098465,0.484258,19.509718,2.846438,0.016008,1.547834
256,1.723350,1.723323,1.0000,0.024530,0.001253,0.010632,0.001887,0.016581,0.000616,0.000001,66.098465,0.484258,19.509718,2.854157,0.016008,1.547834
257,1.723681,1.723323,1.0000,0.024586,0.001253,0.010636,0.001886,0.016581,0.000622,0.000001,66.098465,0.484258,19.509718,2.846438,0.016229,1.547834
258,1.723305,1.723305,1.0000,0.024598,0.001253,0.010631,0.001885,0.016578,0.000617,0.000001,66.098465,0.484258,19.509718,2.846438,0.016008,1.554450
259,1.723460,1.723305,1.0000,0.024627,0.001253,0.010633,0.001885,0.016578,0.000620,0.000001,66.069314,0.485978,19.512095,2.842634,0.016037,1.556685
260,1.723235,1.723235,1.0000,0.024597,0.001253,0.010631,0.001885,0.016578,0.000617,0.000001,66.098465,0.482880,19.509718,2.846438,0.016008,1.554450
261,1.723242,1.723235,1.0000,0.024590,0.001252,0.010628,0.001885,0.016577,0.000616,0.000001,66.098465,0.482880,19.493178,2.846438,0.016008,1.554450
262,1.723262,1.723235,1.0000,0.024658,0.001253,0.010633,0.001884,0.016577,0.000619,0.000001,66.098465,0.482880,19.509718,2.838720,0.016008,1.554450
263,1.723043,1.723043,1.0000,0.024603,0.001252,0.010630,0.001885,0.016576,0.000613,0.000001,66.098465,0.482880,19.509718,2.846438,0.015788,1.554450
264,1.723044,1.723043,1.0000,0.024597,0.001253,0.010632,0.001885,0.016577,0.000613,0.000001,66.098465,0.482880,19.509718,2.846438,0.015788,1.548827
265,1.723015,1.723015,1.0000,0.024614,0.001252,0.010627,0.001885,0.016573,0.000612,0.000001,66.146403,0.482880,19.509718,2.846438,0.015788,1.554450
266,1.722886,1.722886,1.0000,0.024686,0.001252,0.010627,0.001882,0.016570,0.000614,0.000001,66.194914,0.480061,19.512085,2.838774,0.015854,1.558414
267,1.722885,1.722885,1.0000,0.024687,0.001252,0.010627,0.001882,0.016570,0.000614,0.000001,66.194914,0.480061,19.513747,2.838774,0.015854,1.558414
268,1.722902,1.722885,1.0000,0.024701,0.001252,0.010628,0.001882,0.016570,0.000614,0.000002,66.194914,0.480061,19.513747,2.836986,0.015854,1.558414
269,1.723052,1.722885,1.0000,0.024683,0.001252,0.010628,0.001883,0.016572,0.000616,0.000001,66.194914,0.480061,19.513747,2.838774,0.015985,1.558414
270,1.722890,1.722885,1.0000,0.024688,0.001252,0.010627,0.001882,0.016570,0.000614,0.000001,66.194914,0.480061,19.513747,2.838774,0.015854,1.559798
271,1.722868,1.722868,1.0000,0.024699,0.001252,0.010625,0.001882,0.016567,0.000614,0.000002,66.251148,0.480061,19.513747,2.838774,0.015854,1.558414
272,1.722931,1.722868,1.0000,0.024701,0.001252,0.010625,0.001882,0.016567,0.000614,0.000002,66.251148,0.481056,19.513747,2.838774,0.015854,1.558414
273,1.722999,1.722868,1.0000,0.024674,0.001252,0.010630,0.001883,0.016572,0.000616,0.000001,66.202907,0.480867,19.524906,2.840763,0.015939,1.556837
274,1.722819,1.722819,1.0000,0.024654,0.001252,0.010623,0.001883,0.016568,0.000612,0.000001,66.251148,0.480061,19.513747,2.844350,0.015854,1.558414
275,1.723029,1.722819,1.0000,0.024650,0.001252,0.010625,0.001883,0.016570,0.000615,0.000001,66.251148,0.480061,19.513747,2.844350,0.016013,1.558414
276,1.722833,1.722819,1.0000,0.024659,0.001251,0.010621,0.001883,0.016567,0.000612,0.000001,66.251148,0.480061,19.513747,2.844350,0.015854,1.563194
277,1.722839,1.722819,1.0000,0.024644,0.001252,0.010625,0.001884,0.016571,0.000612,0.000001,66.203349,0.480061,19.513747,2.844350,0.015854,1.558414
278,1.722761,1.722761,1.0000,0.024653,0.001252,0.010624,0.001883,0.016568,0.000611,0.000001,66.251148,0.479065,19.513747,2.844350,0.015854,1.558414
279,1.722770,1.722761,1.0000,0.024648,0.001251,0.010621,0.001883,0.016567,0.000611,0.000001,66.251148,0.479065,19.501797,2.844350,0.015854,1.558414
280,1.722845,1.722761,1.0000,0.024598,0.001251,0.010618,0.001884,0.016569,0.000611,0.000001,66.240329,0.479103,19.502839,2.850875,0.015934,1.564875
281,1.722646,1.722646,1.0000,0.024657,0.001251,0.010622,0.001883,0.016567,0.000609,0.000001,66.251148,0.479065,19.513747,2.844350,0.015719,1.558414
282,1.722632,1.722632,1.0000,0.024653,0.001252,0.010624,0.001883,0.016567,0.000609,0.000001,66.251148,0.479065,19.513747,2.844350,0.015719,1.554351
283,1.722638,1.722632,1.0000,0.024649,0.001252,0.010625,0.001883,0.016568,0.000609,0.000001,66.235192,0.479065,19.513747,2.844350,0.015719,1.554351
284,1.722719,1.722632,1.0000,0.024654,0.001252,0.010624,0.001883,0.016567,0.000610,0.000001,66.251148,0.480153,19.513747,2.844350,0.015719,1.554351
285,1.722651,1.722632,1.0000,0.024644,0.001251,0.010620,0.001883,0.016565,0.000609,0.000001,66.251148,0.479065,19.493565,2.844350,0.015719,1.554351
286,1.722637,1.722632,1.0000,0.024659,0.001252,0.010625,0.001883,0.016567,0.000609,0.000001,66.251148,0.479065,19.513747,2.843615,0.015719,1.554351
287,1.722584,1.722584,1.0000,0.024623,0.001251,0.010618,0.001883,0.016564,0.000607,0.000001,66.297618,0.479018,19.503548,2.849216,0.015689,1.556151
288,1.722585,1.722584,1.0000,0.024623,0.001251,0.010618,0.001883,0.016564,0.000607,0.000001,66.297618,0.479018,19.503548,2.849216,0.015689,1.556361
289,1.722570,1.722570,1.0000,0.024631,0.001251,0.010616,0.001883,0.016562,0.000607,0.000001,66.332153,0.479018,19.503548,2.849216,0.015689,1.556151
290,1.722634,1.722570,1.0000,0.024632,0.001251,0.010616,0.001883,0.016562,0.000607,0.000001,66.332153,0.479737,19.503548,2.849216,0.015689,1.556151
291,1.722561,1.722561,1.0000,0.024634,0.001251,0.010618,0.001883,0.016563,0.000607,0.000001,66.332153,0.479018,19.512182,2.849216,0.015689,1.556151
292,1.722542,1.722542,1.0000,0.024602,0.001251,0.010617,0.001884,0.016564,0.000606,0.000001,66.332153,0.479018,19.512182,2.853245,0.015689,1.556151
293,1.722616,1.722542,1.0000,0.024599,0.001251,0.010618,0.001884,0.016565,0.000608,0.000001,66.332153,0.479018,19.512182,2.853245,0.015804,1.556151
294,1.722935,1.722542,1.0000,0.024645,0.001251,0.010620,0.001882,0.016565,0.000613,0.000001,66.326100,0.479080,19.490703,2.844968,0.015998,1.552001
295,1.722559,1.722542,1.0000,0.024594,0.001251,0.010618,0.001884,0.016566,0.000606,0.000001,66.297618,0.479018,19.512182,2.853245,0.015689,1.556151
296,1.722491,1.722491,1.0000,0.024601,0.001251,0.010617,0.001884,0.016564,0.000605,0.000001,66.332153,0.478406,19.512182,2.853245,0.015689,1.556151
297,1.722498,1.722491,1.0000,0.024598,0.001251,0.010616,0.001884,0.016563,0.000605,0.000001,66.332153,0.478406,19.504843,2.853245,0.015689,1.556151
298,1.722508,1.722491,1.0000,0.024629,0.001251,0.010618,0.001883,0.016563,0.000606,0.000001,66.332153,0.478406,19.512182,2.849820,0.015689,1.556151
299,1.722488,1.722488,1.0000,0.024604,0.001251,0.010616,0.001884,0.016563,0.000604,0.000001,66.332153,0.478406,19.512182,2.853245,0.015591,1.556151
